Comparison	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
deltaYopH vs mock	hsa05167	Kaposi sarcoma-associated herpesvirus infection	24/449	194/8146	0.000157282248878	0.00157282248878	0.001200311899332	3569/1437/5743/3576/2919/2921/2920/94235/3665/4792/84557/5155/83439/51176/355/5600/3383/7098/3710/3717/2785/55970/1233/2353	24
deltaYopH vs mock	hsa05330	Allograft rejection	9/449	38/8146	0.000168454391812	0.001626456196808	0.001241242887038	3593/7124/3592/941/958/3112/355/940/3111	9
deltaYopH vs mock	hsa04514	Cell adhesion molecules	20/449	149/8146	0.000183620078275	0.001713787397229	0.001307890382096	25945/947/3696/3897/941/84628/958/4756/58494/3112/8506/5817/6614/5792/3383/6385/23308/940/5133/3111	20
deltaYopH vs mock	hsa05162	Measles	19/449	139/8146	0.000208392470463	0.001882254571926	0.00143645743647	3593/3569/3553/3559/3592/6504/3665/4792/7128/3552/3718/355/27113/64135/6776/4599/2353/940/3312	19
deltaYopH vs mock	hsa04659	Th17 cell differentiation	16/449	108/8146	0.000258124739092	0.002258591467052	0.001723661909066	3569/10148/3553/3559/246778/51561/3662/4792/3112/3718/5600/6776/3717/2353/30009/3111	16
deltaYopH vs mock	hsa04933	AGE-RAGE signaling pathway in diabetic complications	15/449	100/8146	0.000348225267386	0.00295463863237	0.002254855798387	3569/3553/7124/3576/5054/3552/5600/3383/1277/6776/177/3717/2308/7043/1958	15
deltaYopH vs mock	hsa04978	Mineral absorption	11/449	60/8146	0.000370942569197	0.003022376875213	0.002306550773189	4499/6547/4489/4495/4501/4502/4494/4493/113235/26872/3162	11
deltaYopH vs mock	hsa05332	Graft-versus-host disease	9/449	42/8146	0.000378535408995	0.003022376875213	0.002306550773189	3569/3553/7124/941/3552/3112/355/940/3111	9
deltaYopH vs mock	hsa04622	RIG-I-like receptor signaling pathway	12/449	70/8146	0.000388591312527	0.003022376875213	0.002306550773189	3593/7124/3576/3627/3592/9636/3665/4792/5600/64135/79132/1540	12
deltaYopH vs mock	hsa05166	Human T-cell leukemia virus 1 infection	25/449	222/8146	0.000500419903123	0.00378696142904	0.002890049511636	3569/1437/3559/7124/3601/3600/90993/111/958/4792/2113/4487/3112/9700/3718/3383/4791/6776/4049/9586/7043/2353/1958/1959/3111	25
deltaYopH vs mock	hsa04151	PI3K-Akt signaling pathway	35/449	354/8146	0.000513980856455	0.003787227363351	0.002890252461504	1440/3569/3672/3559/2322/4602/1943/2069/2324/1942/4804/3696/94235/1946/90993/29941/54541/3911/5155/7057/3718/2065/1277/8515/10018/3574/9586/3717/5618/3575/2785/55970/4254/57121/3082	35
deltaYopH vs mock	hsa05217	Basal cell carcinoma	11/449	63/8146	0.000574089191769	0.004121665992191	0.003145481941409	7474/1647/4616/8322/81029/6608/83439/51176/650/7483/8326	11
deltaYopH vs mock	hsa04725	Cholinergic synapse	15/449	113/8146	0.001289409822983	0.009025868760879	0.006888163001723	43/815/94235/90993/111/1131/9132/3786/1136/3710/9586/3717/2785/55970/2353	15
deltaYopH vs mock	hsa05161	Hepatitis B	19/449	162/8146	0.001429737896161	0.0097640636811	0.007451522282945	3569/7124/3576/90993/6775/3665/4792/3718/355/5600/64135/6776/7098/9586/3717/7043/2353/1960/1959	19
deltaYopH vs mock	hsa05202	Transcriptional misregulation in cancer	21/449	193/8146	0.002124225129331	0.014161500862206	0.010807461184315	3569/1437/2322/51513/4804/3576/1647/5327/7185/4616/860/958/64332/330/5371/5079/2308/9915/1848/929/4094	21
deltaYopH vs mock	hsa04360	Axon guidance	20/449	182/8146	0.002389973764317	0.015562619860671	0.01187673620946	9423/54437/1943/1942/815/7474/54910/3897/1946/27289/84628/81029/6608/4756/56963/6405/57522/10507/10501/7852	20
deltaYopH vs mock	hsa05224	Breast cancer	17/449	147/8146	0.002904621264238	0.018483953499698	0.014106175039243	54567/2324/7474/1647/4616/8322/81029/23462/83439/51176/4791/182/7483/4851/3280/8326/2353	17
deltaYopH vs mock	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	11/449	77/8146	0.003111592233007	0.019361018338712	0.014775513995333	3672/6547/3696/9254/1829/83439/51176/8515/59283/5318/55799	11
deltaYopH vs mock	hsa05145	Toxoplasmosis	14/449	112/8146	0.003268070122666	0.01989260074666	0.015181195306662	3593/7124/3592/8651/958/4792/3911/330/3112/5600/3717/7043/3312/3111	14
deltaYopH vs mock	hsa05418	Fluid shear stress and atherosclerosis	16/449	139/8146	0.003994480003831	0.023796902150481	0.01816079374642	3553/7124/857/5327/653361/10365/3552/5155/5600/3383/6385/387082/445/2353/3162/59341	16
deltaYopH vs mock	hsa04936	Alcoholic liver disease	16/449	142/8146	0.004928682603646	0.028750648521266	0.021941284397808	3593/3569/3553/7124/3576/2919/3592/2921/2920/4792/83439/51176/355/5600/2308/929	16
deltaYopH vs mock	hsa04390	Hippo signaling pathway	17/449	157/8146	0.005715491829442	0.032659953311096	0.024924701211099	84962/7474/10413/5054/8322/81029/330/83439/51176/85407/27113/650/7483/7043/8326/126374/8463	17
deltaYopH vs mock	hsa05169	Epstein-Barr virus infection	20/449	202/8146	0.007768464033914	0.043503398589919	0.033199962081781	3569/7124/3627/1647/4616/958/9636/3665/4792/7128/3112/3718/355/5600/3383/4791/10018/864/3280/3111	20
deltaYopH vs mock	hsa05205	Proteoglycans in cancer	20/449	205/8146	0.009091930195235	0.049916479503251	0.038094155410376	3593/7124/815/7474/857/8322/81029/6608/2318/7057/355/2065/5600/6385/1277/22800/3710/7483/8326/3082	20
deltaYopH vs mock	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	11/449	89/8146	0.009417003714284	0.050706943076913	0.038697403927118	55509/10538/4792/10125/116071/5600/3717/2353/940/238/5133	11
deltaYopH vs mock	hsa05152	Tuberculosis	18/449	180/8146	0.010188996419046	0.053828660327037	0.041079767091686	3593/3569/3553/7124/815/1379/51561/3592/26253/3552/3112/5600/3656/3606/3717/7043/929/3111	18
deltaYopH vs mock	hsa05221	Acute myeloid leukemia	9/449	67/8146	0.010741466486943	0.055696492895257	0.04250521826217	1437/2322/11040/83439/51176/5371/6776/1848/929	9
deltaYopH vs mock	hsa05163	Human cytomegalovirus infection	21/449	225/8146	0.012321130646808	0.062725756020115	0.047869655910088	3569/3553/6352/7124/5743/3576/9560/6351/94235/90993/6349/111/4792/6348/355/5600/3710/9586/2785/55970/7852	21
deltaYopH vs mock	hsa04350	TGF-beta signaling pathway	11/449	94/8146	0.013932890809781	0.069443572880408	0.052996410882417	7124/4756/4681/7057/3624/56963/650/285704/7043/9765/3399	11
deltaYopH vs mock	hsa04917	Prolactin signaling pathway	9/449	70/8146	0.014136727336369	0.069443572880408	0.052996410882417	3659/8651/8835/9021/5600/6776/3717/5618/2353	9
deltaYopH vs mock	hsa04330	Notch signaling pathway	8/449	59/8146	0.014945005562514	0.072148302715584	0.055060546809261	54567/1840/23462/182/4851/3280/7088/7090	8
deltaYopH vs mock	hsa05165	Human papillomavirus infection	28/449	331/8146	0.015279611833459	0.072513412090994	0.055339182911548	3672/7124/5743/7474/3696/3659/8638/90993/8322/81029/9636/57801/23462/3911/7057/83439/355/1277/8515/182/7098/9586/7483/4851/3280/2308/8326/4599	28
deltaYopH vs mock	hsa05210	Colorectal cancer	10/449	86/8146	0.01936534983152	0.090371632547093	0.068967824838571	2069/1647/4616/5366/83439/51176/27113/10018/7043/2353	10
deltaYopH vs mock	hsa04371	Apelin signaling pathway	14/449	139/8146	0.020732769726403	0.095166811858898	0.072627303787054	6547/5327/10365/5054/94235/111/84557/91807/182/22800/3710/2785/55970/1958	14
pTTSSplusYopQ vs pTTSS	hsa04060	Cytokine-cytokine receptor interaction	20/159	295/8146	1.04736457297624E-06	0.000251367497514	0.000239240118248	3458/29949/268/133396/5618/6362/4283/1440/3560/3593/3601/8743/6363/1236/3624/246778/970/6376/3595/3559	20
pTTSSplusYopQ vs pTTSS	hsa04658	Th1 and Th2 cell differentiation	9/159	92/8146	7.13732311221935E-05	0.008564787734663	0.008151574291324	3458/3112/3560/3593/54567/864/3595/3559/3718	9
pTTSSplusYopQ vs pTTSS	hsa04061	Viral protein interaction with cytokine and cytokine receptor	9/159	100/8146	0.000136834368965	0.010946749517206	0.01041861686506	29949/6362/4283/3560/8743/6363/1236/6376/3559	9
pTTSSplusYopQ vs pTTSS	hsa05162	Measles	10/159	139/8146	0.000371743147512	0.02230458885072	0.021228490265817	4599/4600/4939/3560/3593/3665/6504/4940/3559/3718	10
pTTSSplusYopQ vs pTTSS	hsa05164	Influenza A	11/159	171/8146	0.000497834750629	0.023896068030188	0.022743187555047	3458/3112/91543/4599/4600/4939/3593/3665/8743/5371/4940	11
pTTSSplusYopQ vs pTTSS	hsa04630	JAK-STAT signaling pathway	10/159	162/8146	0.00122980235053	0.049192094021193	0.046818791239468	3458/29949/5618/1440/3560/3593/3601/3595/3559/3718	10
WACplusInh vs WAC	hsa04060	Cytokine-cytokine receptor interaction	45/189	295/8146	4.15635145941192E-25	9.97524350258862E-23	8.57520932678671E-23	7292/3624/3559/6363/1437/50604/133396/8744/6346/282618/6359/3576/3586/3456/3593/6349/6362/4283/2919/56300/10148/26525/6364/29949/6374/2920/9560/7124/85480/6354/2921/246778/3557/1440/6351/6355/1236/3627/3574/23529/6352/6348/64109/3553/6373	45
WACplusInh vs WAC	hsa04061	Viral protein interaction with cytokine and cytokine receptor	26/189	100/8146	8.98160572590542E-21	1.07779268710865E-18	9.2652353804077E-19	3559/6363/50604/6346/6359/3576/3586/6349/6362/4283/2919/6364/29949/6374/2920/9560/7124/6354/2921/6351/6355/1236/3627/6352/6348/6373	26
WACplusInh vs WAC	hsa04062	Chemokine signaling pathway	22/189	192/8146	4.61887856183101E-10	3.6951028494648E-08	3.17649192322413E-08	6363/6346/6359/3576/6349/6362/4283/2919/6364/6374/2920/9560/6354/2921/653361/6351/6355/1236/3627/6352/6348/6373	22
WACplusInh vs WAC	hsa04668	TNF signaling pathway	16/189	112/8146	5.06381822161235E-09	3.03829093296741E-07	2.61186413535795E-07	1437/1906/9021/3456/2919/5743/6364/6374/2920/7124/2921/3627/6352/3553/602/3726	16
WACplusInh vs WAC	hsa05323	Rheumatoid arthritis	14/189	93/8146	2.41233612243268E-08	1.1110012598736E-06	9.55071258487832E-07	4312/1437/3576/6349/2919/6364/6374/2920/7124/2921/941/6352/6348/3553	14
WACplusInh vs WAC	hsa04657	IL-17 signaling pathway	14/189	94/8146	2.777503149684E-08	1.1110012598736E-06	9.55071258487832E-07	4312/1437/3576/2919/5743/6364/6374/2920/7124/6354/2921/1440/3627/3553	14
WACplusInh vs WAC	hsa04620	Toll-like receptor signaling pathway	14/189	104/8146	1.03431960385376E-07	3.54623864178433E-06	3.04852093767425E-06	3576/3456/3593/6349/4283/9560/7124/941/6351/3627/6352/6348/3553/6373	14
WACplusInh vs WAC	hsa04630	JAK-STAT signaling pathway	16/189	162/8146	9.63940593570396E-07	2.89182178071119E-05	2.4859520571026E-05	3559/1437/50604/282618/9021/3586/3456/3593/8835/29949/5154/85480/1440/1026/3574/64109	16
WACplusInh vs WAC	hsa05134	Legionellosis	9/189	57/8146	5.53974991665765E-06	0.000147726664444	0.000126993097505	3576/3593/2919/2920/7124/2921/3303/3304/3553	9
WACplusInh vs WAC	hsa05417	Lipid and atherosclerosis	17/189	215/8146	9.42444479202668E-06	0.000226186675009	0.000194441176762	4312/3576/1543/3456/3593/6349/2919/2920/7124/2921/653361/3303/3949/6352/3304/6348/3553	17
WACplusInh vs WAC	hsa04064	NF-kappa B signaling pathway	10/189	104/8146	0.000140355194243	0.003062295147126	0.002632499337003	6363/3576/2919/5743/2920/9560/7124/2921/6351/3553	10
WACplusInh vs WAC	hsa05142	Chagas disease	9/189	102/8146	0.000575057429304	0.010616444848694	0.009126417501509	3576/3586/3456/3593/6349/7124/6352/6348/3553	9
WACplusInh vs WAC	hsa05146	Amoebiasis	9/189	102/8146	0.000575057429304	0.010616444848694	0.009126417501509	1437/3576/3586/3593/2919/2920/7124/2921/3553	9
WACplusInh vs WAC	hsa05144	Malaria	6/189	50/8146	0.000979618718555	0.01679346374665	0.014436486378699	7057/3576/3586/7124/1440/3553	6
WACplusInh vs WAC	hsa04621	NOD-like receptor signaling pathway	12/189	184/8146	0.001152719035167	0.018443504562676	0.015854942518792	3576/3456/2919/2920/388646/7124/2921/10135/84557/6352/3553/4210	12
WACplusInh vs WAC	hsa05143	African trypanosomiasis	5/189	37/8146	0.00152063759534	0.022809563930105	0.019608221624125	3586/3593/7124/3620/3553	5
WACplusInh vs WAC	hsa05330	Allograft rejection	5/189	38/8146	0.001718565439229	0.024262100318521	0.020856893256273	3586/3002/3593/7124/941	5
WACplusInh vs WAC	hsa05133	Pertussis	7/189	76/8146	0.00183358558015	0.024447807735331	0.021016536474232	3576/3586/3593/6374/7124/710/3553	7
WACplusInh vs WAC	hsa05140	Leishmaniasis	7/189	77/8146	0.001978172423354	0.024987441137098	0.021480431854698	3586/3593/5743/7124/65108/653361/3553	7
WACplusInh vs WAC	hsa04940	Type I diabetes mellitus	5/189	43/8146	0.003001766561026	0.036021198732314	0.030965591892691	3002/3593/7124/941/3553	5
WACplusInh vs WAC	hsa04623	Cytosolic DNA-sensing pathway	6/189	63/8146	0.003266942765023	0.037336488743116	0.032096279796713	3456/9560/6351/3627/6352/3553	6
WACplusInh vs WAC	hsa05202	Transcriptional misregulation in cancer	11/189	193/8146	0.00520390566492	0.056769879980945	0.048802177527479	3087/1437/3576/9915/3002/8013/5154/1026/5079/51513/26471	11
WACplusInh vs WAC	hsa04622	RIG-I-like receptor signaling pathway	6/189	70/8146	0.005517718927309	0.057576197502355	0.049495327677463	3576/3456/3593/7124/3627/9636	6
deltaYopQ vs WAC	hsa04060	Cytokine-cytokine receptor interaction	67/546	295/8149	9.61175502984378E-20	2.9411970391322E-17	2.51929158150642E-17	2833/8809/657/2057/7293/6347/6376/3590/7852/656/93/3456/3624/50604/6349/282618/3458/1437/4283/9560/7124/27177/51561/64109/6348/6351/9966/1440/3593/6364/3976/3586/3559/3576/6362/3575/23529/5008/6352/29949/4049/1236/2920/3569/3553/85480/3552/26525/8744/2921/2919/6373/133396/56300/1435/246778/6359/3627/3592/9518/3557/3439/3563/958/3604/7850/970	67
deltaYopQ vs WAC	hsa04061	Viral protein interaction with cytokine and cytokine receptor	29/546	100/8149	6.05207149772874E-12	9.25966939152497E-10	7.93139896281293E-10	2833/8809/6347/6376/7852/50604/6349/4283/9560/7124/6348/6351/6364/3586/3559/3576/6362/6352/29949/4049/1236/2920/3569/2921/2919/6373/1435/6359/3627	29
deltaYopQ vs WAC	hsa04668	TNF signaling pathway	28/546	112/8149	6.51509824033958E-10	6.64540020514637E-08	5.69213846261248E-08	8809/6347/6376/148327/10454/9020/3456/1437/7124/1906/5743/9021/6364/3976/6401/6352/4049/2920/3569/3553/9586/2921/2919/1435/3627/7128/4790/330	28
deltaYopQ vs WAC	hsa04621	NOD-like receptor signaling pathway	34/546	184/8149	4.41327680437342E-08	3.37615675534566E-06	2.89185769549732E-06	91662/6347/10454/3710/3456/7124/3576/6352/2920/3569/3553/2921/10135/2919/5332/9447/838/84557/7128/331/388646/837/115361/114769/2633/3439/4790/3320/7295/3665/4939/55669/8767/330	34
deltaYopQ vs WAC	hsa04620	Toll-like receptor signaling pathway	23/546	104/8149	2.56088434945089E-07	1.56726122186395E-05	1.34244253265952E-05	7100/7098/10454/3456/6349/4283/9560/7124/6348/6351/3593/3576/6352/3569/3553/6373/3627/941/3592/3439/4790/958/3665	23
deltaYopQ vs WAC	hsa04657	IL-17 signaling pathway	21/546	94/8149	7.12918945554874E-07	3.63588662232986E-05	3.11433013058182E-05	6347/4312/3458/1437/7124/5743/1440/6364/3576/2920/3569/3553/2921/2919/8061/2354/3627/7128/4790/3320/10758	21
deltaYopQ vs WAC	hsa05323	Rheumatoid arthritis	20/546	93/8149	2.47425085666232E-06	0.000108160108877	9.26448817005892E-05	6347/6349/4312/3458/1437/7124/51561/6348/6364/3576/1493/6352/2920/3569/3553/3552/2921/2919/1435/941	20
deltaYopQ vs WAC	hsa05146	Amoebiasis	20/546	102/8149	1.09460934073988E-05	0.000418688072833	0.000358628586637	2774/912/1277/3458/1437/7124/3593/3586/3576/2920/3569/3553/2921/2919/5332/5272/3908/3592/4790/7850	20
deltaYopQ vs WAC	hsa04064	NF-kappa B signaling pathway	20/546	104/8149	1.48214192875447E-05	0.000469238973404	0.000401928119634	5335/55367/10454/9020/9560/7124/6351/5743/3576/4049/2920/3553/2921/2919/7128/23586/331/4790/958/330	20
deltaYopQ vs WAC	hsa05134	Legionellosis	14/546	57/8149	1.63120518453954E-05	0.000469238973404	0.000401928119634	7100/317/7124/3593/3576/3310/2920/3569/3553/2921/2919/3303/3592/4790	14
deltaYopQ vs WAC	hsa05144	Malaria	13/546	50/8149	1.68680676713963E-05	0.000469238973404	0.000401928119634	6347/3458/7124/1440/3586/6401/3576/3569/3553/7057/4233/3592/958	13
deltaYopQ vs WAC	hsa05143	African trypanosomiasis	11/546	37/8149	1.90260703113379E-05	0.000485164792939	0.000415569430484	3458/7124/3593/3620/3586/6401/3569/3553/5332/169355/3592	11
deltaYopQ vs WAC	hsa04630	JAK-STAT signaling pathway	26/546	162/8149	2.48217661356949E-05	0.000569083202283	0.000487450008148	2057/3590/3456/50604/282618/3458/1437/51561/64109/1440/3593/9021/3976/3586/3559/3575/5008/29949/3569/85480/6775/8835/5155/3592/3439/3563	26
deltaYopQ vs WAC	hsa04010	MAPK signaling pathway	39/546	294/8149	2.7573491229459E-05	0.000569083202283	0.000487450008148	1944/8913/9254/1942/10235/5881/1945/1849/8681/115727/10454/9020/374/7124/1843/1848/2250/3310/3479/3553/1850/3552/1435/773/4233/11221/2069/59283/5155/3303/6788/1844/1847/4790/25780/1846/9693/1398/4254	39
deltaYopQ vs WAC	hsa04062	Chemokine signaling pathway	29/546	192/8149	2.78962354060489E-05	0.000569083202283	0.000487450008148	2833/10235/5881/112/5335/6347/6376/7852/6349/4283/9560/6348/6351/6364/3576/6362/6352/1236/2920/2786/2921/2919/6373/5332/6359/3627/2309/4790/1398	29
deltaYopQ vs WAC	hsa05417	Lipid and atherosclerosis	31/546	215/8149	3.76194637274576E-05	0.000719472243788	0.000616266215009	5335/6347/5452/10454/6257/317/3456/6349/4312/7124/6348/3593/6401/3576/6352/3310/2920/3569/3553/2921/2919/5332/3949/3303/3592/3439/4790/3320/958/3665/5468	31
deltaYopQ vs WAC	hsa05321	Inflammatory bowel disease	14/546	65/8149	7.85678863352005E-05	0.001414221954034	0.001211356266097	8809/7100/3458/7124/51561/3593/3586/3569/3553/3552/6775/3592/4790/30009	14
deltaYopQ vs WAC	hsa04640	Hematopoietic cell lineage	18/546	99/8149	8.53268215668173E-05	0.001450555966636	0.001242478278955	3673/912/924/2057/3590/1437/7124/1440/3559/3575/3569/3553/3552/1435/3563/7850/4254/2209	18
deltaYopQ vs WAC	hsa05202	Transcriptional misregulation in cancer	27/546	193/8149	0.000197827216764	0.00318605938577	0.002729029195242	3087/1050/3695/8861/1031/4221/4066/6257/1053/1437/8091/3002/1848/3576/3479/3569/5966/8013/4233/51513/9915/4790/958/7850/5468/330/2209	27
deltaYopQ vs WAC	hsa04623	Cytosolic DNA-sensing pathway	13/546	63/8149	0.000222332042412	0.003401680248899	0.002913719924238	3456/9560/6351/6352/3569/3553/9447/3627/23586/3439/81030/4790/3665	13
deltaYopQ vs WAC	hsa04360	Axon guidance	24/546	182/8149	0.001044562266751	0.015220764458371	0.013037393705313	1944/6405/1942/5881/81029/1945/4756/5335/5998/84612/56924/6608/50855/3897/10500/7852/57715/223117/9353/4233/8633/27289/91653/9901	24
deltaYopQ vs WAC	hsa05142	Chagas disease	16/546	102/8149	0.001144421164292	0.015917858012424	0.013634491383191	2774/6347/3456/6349/3458/7124/6348/3593/3586/3576/6352/3569/3553/5332/3592/4790	16
deltaYopQ vs WAC	hsa05168	Herpes simplex virus 1 infection	51/546	495/8149	0.001196862288729	0.015923472189179	0.013639300223961	163255/84775/7625/162655/57209/126375/26152/90594/7738/136051/115196/388569/155054/147837/57677/339318/6347/5452/147923/284306/90592/7098/147686/148103/10454/7771/339327/7554/22835/342909/7700/317/30832/3456/3458/7124/3593/9021/6352/4049/3569/3553/80264/23586/3592/3439/148206/4790/3665/4939/330	51
deltaYopQ vs WAC	hsa04940	Type I diabetes mellitus	9/546	43/8149	0.001838894303443	0.023445902368893	0.020082661471807	3458/7124/3002/3593/4049/3553/3552/941/3592	9
deltaYopQ vs WAC	hsa04380	Osteoclast differentiation	18/546	128/8149	0.002093302133721	0.02562201811675	0.021946620265121	10454/9020/3456/3458/7124/9021/3553/3552/8061/1435/2354/11025/2355/4790/5468/2212/10990/2209	18
deltaYopQ vs WAC	hsa05164	Influenza A	22/546	171/8149	0.002288628276773	0.026935394334329	0.023071596798238	6347/7098/317/3456/3458/7124/3593/9021/3576/6352/91543/3569/3553/3552/3627/4599/23586/3592/3439/4790/3665/4939	22
deltaYopQ vs WAC	hsa04933	AGE-RAGE signaling pathway in diabetic complications	15/546	100/8149	0.002544498017933	0.028837644203245	0.024700974910932	5335/6347/1277/7124/1906/6401/3576/3569/3553/1958/3552/5332/7056/2152/4790	15
deltaYopQ vs WAC	hsa04936	Alcoholic liver disease	19/546	142/8149	0.002849681979588	0.03114295306264	0.02667559447058	53632/32/64900/10454/9020/3456/7124/3593/3576/2920/3569/3553/2921/2919/720/2309/3592/3439/4790	19
deltaYopQ vs WAC	hsa05330	Allograft rejection	8/546	38/8149	0.003142574536387	0.033159579590846	0.028402942270797	3458/7124/3002/3593/3586/941/3592/958	8
deltaYopQ vs WAC	hsa05133	Pertussis	12/546	76/8149	0.004346755423794	0.044336905322697	0.037976915807883	7124/51561/3593/3586/3576/3569/3553/3552/710/720/3592/4790	12
deltaYopQ vs WAC	hsa04672	Intestinal immune network for IgA production	9/546	49/8149	0.004682335962614	0.046219187243872	0.039589190312089	3695/8174/9020/7852/3586/3569/29851/941/958	9
deltaYopQ vs WAC	hsa05140	Leishmaniasis	12/546	77/8149	0.004845240771902	0.046332614881315	0.039686347111963	10454/3458/7124/5743/3593/3586/3553/3552/3592/4790/2212/2209	12
deltaYopQ vs WAC	hsa05162	Measles	18/546	139/8149	0.005162449656103	0.046462046904929	0.039797212519186	317/3456/3593/3559/3310/3569/3553/6504/3552/7128/3303/4599/23586/3592/3439/4790/3665/4939	18
deltaYopQ vs WAC	hsa05418	Fluid shear stress and atherosclerosis	18/546	139/8149	0.005162449656103	0.046462046904929	0.039797212519186	10365/5881/657/6347/93/3458/7124/1906/1843/6401/3553/3552/5155/7056/4790/3320/7295/7850	18
deltaYopQ vs WAC	hsa04622	RIG-I-like receptor signaling pathway	11/546	70/8149	0.006436766252496	0.056275727807533	0.048203151785606	3456/7124/3593/3576/9636/3627/23586/3592/3439/4790/3665	11
deltaYopQ vs WAC	hsa05165	Human papillomavirus infection	34/546	331/8149	0.007990448410408	0.067918811488467	0.058176071759987	7481/1101/3673/8322/81029/3695/84612/50855/4855/7098/148327/1277/3955/1869/8324/3993/3456/7124/5743/3280/23462/7471/9586/9636/57801/7057/3908/8638/4599/3696/3371/3439/4790/7337	34
deltaYopQ vs WAC	hsa05163	Human cytomegalovirus infection	25/546	225/8149	0.008417775789892	0.069617280856948	0.059630901043619	5881/112/6347/6376/148327/1869/7852/3710/3456/6349/9560/7124/6348/6351/5743/3576/6352/3569/2786/3553/9586/5332/3439/4790/1398	25
deltaYopQ vs WAC	hsa04514	Cell adhesion molecules	18/546	149/8149	0.010503430779099	0.084580258379058	0.072447486537273	9080/3695/8174/4756/94030/8506/3897/6401/1493/29851/23562/5133/5792/941/29126/3696/25945/958	18
deltaYopQ vs WAC	hsa04151	PI3K-Akt signaling pathway	35/546	354/8149	0.012638166108883	0.099160995623544	0.084936662917999	1944/1101/4602/3673/1942/1945/3695/2057/148327/1277/3456/374/1440/3559/3575/5008/2250/3479/3569/2786/9586/1435/7057/4233/2069/5155/3908/2309/3696/3371/3439/3563/4790/3320/4254	35
deltaYopQ vs WAP	hsa04060	Cytokine-cytokine receptor interaction	12/40	295/8149	9.13164048027048E-09	1.61630036500788E-06	1.31687867978637E-06	943/4283/51561/3624/3593/9966/23529/9560/6364/6349/3575/7124	12
deltaYopQ vs WAP	hsa05143	African trypanosomiasis	4/40	37/8149	2.92499724440685E-05	0.0025886225613	0.002109076960441	3593/5332/3620/7124	4
deltaYopQ vs WAP	hsa05323	Rheumatoid arthritis	5/40	93/8149	8.33821925646381E-05	0.004184150233203	0.003409031114771	51561/4312/6364/6349/7124	5
deltaYopQ vs WAP	hsa04061	Viral protein interaction with cytokine and cytokine receptor	5/40	100/8149	0.000117795388191	0.004184150233203	0.003409031114771	4283/9560/6364/6349/7124	5
deltaYopQ vs WAP	hsa05142	Chagas disease	5/40	102/8149	0.000129387221352	0.004184150233203	0.003409031114771	916/3593/5332/6349/7124	5
deltaYopQ vs WAP	hsa04620	Toll-like receptor signaling pathway	5/40	104/8149	0.000141835601126	0.004184150233203	0.003409031114771	4283/3593/9560/6349/7124	5
deltaYopQ vs WAP	hsa04925	Aldosterone synthesis and secretion	4/40	98/8149	0.001289829051901	0.032614248883771	0.02657241806171	8913/5332/9586/57172	4
deltaYopQ vs WAP	hsa04062	Chemokine signaling pathway	5/40	192/8149	0.002321126107447	0.051354915127254	0.041841352200023	4283/5332/9560/6364/6349	5
deltaYopQ vs WAP	hsa05417	Lipid and atherosclerosis	5/40	215/8149	0.003785018685402	0.062389950002562	0.050832132919125	3593/5332/4312/6349/7124	5
deltaYopQ vs WAP	hsa04927	Cortisol synthesis and secretion	3/40	65/8149	0.003877341525583	0.062389950002562	0.050832132919125	8913/5332/9586	3
deltaYopQ vs WAP	hsa05321	Inflammatory bowel disease	3/40	65/8149	0.003877341525583	0.062389950002562	0.050832132919125	51561/3593/7124	3
deltaYopQ vs WAP	hsa05163	Human cytomegalovirus infection	5/40	225/8149	0.004593575754083	0.06775524237273	0.055203498097318	5332/9560/9586/6349/7124	5
deltaYopQ vs WAP	hsa04514	Cell adhesion molecules	4/40	149/8149	0.005884740932268	0.076015449477317	0.061933491396922	9080/94030/3695/8506	4
deltaYopQ vs WAP	hsa05133	Pertussis	3/40	76/8149	0.006012521427584	0.076015449477317	0.061933491396922	51561/3593/7124	3
WAC vs WAP	hsa04060	Cytokine-cytokine receptor interaction	43/201	295/8149	4.91125287235908E-22	1.14923317213203E-19	9.82250574471817E-20	3624/6349/3456/64109/1437/282618/6348/9560/2920/7124/6351/3576/3559/4049/50604/3976/3586/5008/1440/29949/6362/2919/4283/2921/51561/1236/9966/6364/85480/3553/3593/6352/3569/3575/23529/9518/8744/1435/3563/26525/657/6347/27189	43
WAC vs WAP	hsa04061	Viral protein interaction with cytokine and cytokine receptor	22/201	100/8149	1.82908483321744E-15	2.1400292548644E-13	1.82908483321744E-13	6349/6348/9560/2920/7124/6351/3576/3559/4049/50604/3586/29949/6362/2919/4283/2921/1236/6364/6352/3569/1435/6347	22
WAC vs WAP	hsa05323	Rheumatoid arthritis	16/201	93/8149	7.407876166908E-10	5.77814341018824E-08	4.938584111272E-08	6349/4312/1437/6348/2920/7124/3576/2919/2921/51561/6364/3553/6352/3569/1435/6347	16
WAC vs WAP	hsa04668	TNF signaling pathway	17/201	112/8149	1.61361762316943E-09	9.43966309554119E-08	8.06808811584717E-08	3456/1906/1437/2920/7124/5743/4049/3976/9021/2919/2921/6364/3553/6352/3569/1435/6347	17
